,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Converted,City_encoded,lead origin encoded,lead sources encoded,last activity encoded,lead quality encoded,last notable activity encoded,copy of interview encoded,do not email encoded
6876,17.0,1439,3.4,0,1,1,7,10,3,10,1,0
6877,6.0,1259,2.0,0,4,1,3,12,3,8,0,0
6878,2.0,467,2.0,0,0,0,3,5,3,4,0,0
6879,0.0,0,0.0,0,1,2,10,12,1,8,0,0
6880,2.0,137,2.0,0,0,0,3,9,3,8,0,0
6881,9.0,157,4.5,0,0,1,7,2,4,8,0,1
6882,0.0,0,0.0,1,0,0,6,12,3,12,0,0
6883,0.0,0,0.0,1,0,2,14,12,3,12,0,0
6884,0.0,0,0.0,1,1,2,10,5,1,4,0,0
6885,6.0,1266,3.0,1,0,1,1,5,1,8,0,0
6886,5.0,383,5.0,0,4,1,3,5,4,4,0,0
6887,0.0,0,0.0,1,0,0,6,12,3,12,0,0
6888,4.0,1346,4.0,0,0,1,3,5,3,4,0,0
6889,0.0,0,0.0,0,0,0,6,9,3,8,0,0
6890,0.0,0,0.0,1,0,2,14,12,3,12,0,0
6891,2.0,151,2.0,0,4,1,7,1,2,8,1,0
6892,3.0,1129,3.0,1,0,1,1,12,2,12,0,0
6893,0.0,0,0.0,0,0,0,6,9,3,8,0,0
6894,0.0,0,0.0,0,0,0,6,2,3,8,0,1
6895,3.0,51,3.0,1,0,0,7,12,3,12,0,0
6896,2.0,46,2.0,0,4,1,1,5,4,4,1,0
6897,4.0,65,4.0,0,0,0,1,1,3,8,0,0
6898,2.0,958,1.0,1,0,0,3,12,3,12,0,0
6899,0.0,0,0.0,1,3,0,6,5,2,4,0,0
6900,3.0,235,1.5,1,0,0,7,12,3,8,0,0
6901,7.0,168,3.5,0,1,1,7,10,4,8,1,0
6902,1.0,495,1.0,0,0,1,1,2,2,1,0,1
6903,5.0,354,2.5,0,0,1,1,5,3,4,1,0
6904,0.0,0,0.0,0,0,0,6,5,3,4,0,0
6905,2.0,32,2.0,0,1,1,1,5,3,4,1,0
6906,4.0,1530,2.0,1,0,1,1,12,0,12,0,0
6907,0.0,0,0.0,0,0,0,6,9,3,8,0,0
6908,5.0,369,5.0,0,0,1,1,5,4,4,0,0
6909,10.0,307,2.5,0,1,1,1,10,3,10,1,1
6910,5.0,154,5.0,0,0,1,1,2,2,1,1,1
6911,6.0,501,6.0,0,3,1,7,2,3,8,1,1
6912,2.0,406,1.0,1,0,0,3,12,3,12,0,0
6913,3.0,1584,1.5,1,0,0,7,3,2,8,0,0
6914,1.0,206,1.0,0,0,0,3,1,3,8,0,0
6915,4.0,141,2.0,0,3,1,3,5,3,4,1,0
6916,2.0,116,2.0,0,0,0,7,12,3,12,0,0
6917,3.0,557,3.0,0,0,1,1,2,3,8,0,1
6918,3.0,166,3.0,1,0,1,1,12,3,12,1,0
6919,2.0,247,2.0,0,0,0,3,12,3,12,0,0
6920,2.0,1243,2.0,0,0,1,1,5,3,4,1,0
6921,3.0,1264,3.0,1,2,1,3,5,2,8,0,0
6922,3.0,148,3.0,0,0,1,3,1,3,8,0,0
6923,5.0,187,5.0,0,4,1,3,5,3,4,0,0
6924,2.0,641,2.0,0,1,1,1,5,3,4,1,0
6925,16.0,725,4.0,0,0,1,1,5,3,4,1,0
6926,4.0,175,4.0,0,0,1,3,12,3,12,0,1
6927,3.0,146,3.0,0,0,1,1,12,3,12,1,0
6928,10.0,257,2.5,1,0,1,3,5,3,4,0,0
6929,5.0,29,5.0,0,0,0,7,5,3,4,0,0
6930,7.0,12,2.33,0,0,1,1,5,4,4,1,0
6931,0.0,0,0.0,1,0,2,10,12,3,12,0,0
6932,0.0,0,0.0,1,0,2,14,5,2,4,0,0
6933,0.0,0,0.0,1,0,2,14,12,3,12,0,0
6934,2.0,16,2.0,0,3,1,7,2,3,8,1,1
6935,3.0,127,3.0,0,0,0,3,5,3,4,0,0
6936,2.0,238,2.0,0,0,1,3,1,2,8,0,0
6937,0.0,0,0.0,1,2,2,14,12,2,12,0,0
6938,6.0,24,6.0,0,1,1,3,12,3,12,0,0
6939,3.0,1508,3.0,1,0,0,7,12,3,12,0,0
6940,0.0,0,0.0,0,0,0,6,9,3,8,0,0
6941,2.0,72,1.0,0,0,0,3,5,4,4,0,0
6942,0.0,0,0.0,0,0,0,6,9,3,8,0,0
6943,7.0,1591,7.0,0,0,1,1,5,3,4,0,0
6944,2.0,1561,2.0,1,4,2,10,5,3,4,1,0
6945,6.0,128,3.0,0,0,1,3,12,3,12,0,0
6946,10.0,1343,2.5,1,4,1,1,5,3,4,1,0
6947,2.0,1650,2.0,1,4,1,1,12,3,12,1,0
6948,1.0,71,1.0,0,0,1,1,2,2,8,1,1
6949,4.0,342,2.0,0,0,1,7,5,3,4,0,0
6950,2.0,310,2.0,0,3,1,1,12,3,12,1,0
6951,13.0,139,13.0,0,0,1,7,5,3,4,1,0
6952,5.0,263,2.5,0,0,1,7,12,3,8,0,0
6953,3.0,676,3.0,1,0,1,3,12,2,12,0,0
6954,2.0,221,2.0,0,0,1,1,10,3,8,1,0
6955,4.0,217,4.0,0,0,1,1,5,4,4,1,0
6956,1.0,157,1.0,0,0,1,1,2,4,1,0,1
6957,7.0,715,7.0,0,0,1,7,2,3,8,1,1
6958,3.0,738,1.5,0,1,0,6,7,4,8,1,1
6959,0.0,0,0.0,0,0,0,6,12,2,12,0,0
6960,0.0,0,0.0,0,0,0,6,9,4,8,0,0
6961,0.0,0,0.0,0,0,0,6,9,3,8,0,0
6962,4.0,752,1.33,0,3,1,1,5,3,4,1,0
6963,5.0,1059,2.5,0,2,1,1,5,3,4,1,0
6964,3.0,206,1.5,0,0,1,1,5,2,4,1,0
6965,17.0,336,5.67,0,0,1,7,9,3,8,1,0
6966,6.0,96,3.0,0,3,1,7,10,3,10,0,0
6967,2.0,54,2.0,0,0,1,7,1,3,8,0,0
6968,6.0,1171,2.0,1,0,1,7,5,0,4,1,0
6969,2.0,7,2.0,0,3,1,1,5,4,4,1,0
6970,2.0,989,2.0,0,0,1,1,7,3,8,1,0
6971,1.0,468,1.0,0,3,1,1,2,3,8,0,1
6972,2.0,187,2.0,0,0,1,1,12,2,12,0,1
6973,4.0,726,4.0,0,0,1,7,12,3,12,1,0
6974,0.0,0,0.0,1,0,0,6,12,2,12,0,0
6975,2.0,143,2.0,0,0,1,1,10,4,10,1,1
6976,0.0,0,0.0,0,0,0,6,9,3,8,0,0
6977,0.0,0,0.0,1,0,2,10,12,0,12,0,0
6978,0.0,0,0.0,1,0,0,6,12,0,12,0,0
6979,0.0,0,0.0,1,0,0,6,5,3,4,0,0
6980,2.0,888,1.0,1,0,0,3,12,3,12,0,0
6981,2.0,381,2.0,0,0,0,1,12,3,12,0,0
6982,3.0,365,2.0,1,0,2,10,0,0,8,0,0
6983,2.0,1477,2.0,0,0,1,1,10,3,8,0,1
6984,0.0,0,0.0,1,1,0,6,12,0,12,0,0
6985,0.0,0,0.0,0,0,0,6,5,3,4,0,0
6986,0.0,0,0.0,1,0,0,6,12,0,12,0,0
6987,2.0,1669,2.0,0,1,1,1,12,3,12,1,0
6988,0.0,0,0.0,1,0,0,6,12,3,12,0,0
6989,9.0,932,3.0,1,4,0,6,5,3,4,1,0
6990,20.0,213,4.0,1,0,1,7,12,2,12,1,0
6991,0.0,0,0.0,0,0,0,6,5,3,4,0,0
6992,4.0,554,4.0,0,0,0,3,5,3,4,0,0
6993,2.0,360,2.0,0,0,0,3,5,3,4,0,0
6994,4.0,1385,4.0,1,0,1,3,12,3,12,1,0
6995,10.0,1441,3.33,1,0,1,7,12,3,12,1,0
6996,5.0,1184,5.0,1,3,1,7,12,2,12,1,0
6997,0.0,0,0.0,1,0,0,6,12,3,12,0,0
6998,0.0,0,0.0,0,0,0,6,9,3,8,0,0
6999,0.0,0,0.0,1,0,2,14,12,3,12,0,0
7000,0.0,0,0.0,0,0,0,6,9,3,8,0,0
7001,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7002,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7003,0.0,0,0.0,1,0,0,6,12,3,12,0,0
7004,9.0,143,3.0,0,0,1,7,12,3,8,1,0
7005,0.0,0,0.0,1,0,2,10,5,1,4,0,0
7006,2.0,663,2.0,0,4,1,1,12,3,8,1,0
7007,3.0,105,1.0,0,0,0,7,5,4,4,0,0
7008,2.0,1603,2.0,1,4,1,1,12,3,12,1,0
7009,13.0,724,2.17,1,4,0,1,5,1,4,0,0
7010,0.0,0,0.0,0,0,0,6,3,3,2,0,0
7011,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7012,4.0,416,2.0,0,0,0,6,10,3,10,0,0
7013,9.0,1354,3.0,1,1,1,7,5,3,8,1,0
7014,6.0,969,2.0,1,0,1,3,5,2,4,0,0
7015,0.0,0,0.0,0,0,0,6,9,3,8,0,1
7016,0.0,0,0.0,0,0,0,6,12,3,12,0,0
7017,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7018,5.0,1763,1.67,1,1,1,1,12,3,12,1,0
7019,2.0,143,2.0,1,2,1,1,12,1,12,1,0
7020,0.0,0,0.0,0,0,0,6,12,3,12,0,0
7021,0.0,0,0.0,1,0,2,10,9,0,9,0,0
7022,4.0,13,2.0,0,0,1,1,3,4,2,1,0
7023,0.0,0,0.0,0,0,0,6,9,3,9,0,0
7024,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7025,4.0,225,4.0,0,0,1,3,12,3,12,0,0
7026,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7027,2.0,16,1.0,0,0,0,3,9,4,8,0,0
7028,5.0,143,2.5,0,0,0,3,10,4,10,0,0
7029,2.0,24,2.0,0,4,1,1,5,4,4,0,0
7030,0.0,0,0.0,0,0,0,6,9,3,8,0,0
7031,0.0,0,0.0,0,0,0,6,9,3,9,0,0
7032,2.0,1328,2.0,0,0,1,1,12,3,8,1,0
7033,0.0,0,0.0,1,0,2,14,12,3,12,0,1
7034,2.0,238,2.0,0,0,1,1,5,3,4,1,0
7035,3.0,156,1.5,1,0,0,3,12,3,12,0,1
7036,2.0,1311,1.0,1,0,0,3,12,2,12,0,0
7037,3.0,519,3.0,1,0,1,3,12,3,12,0,0
7038,0.0,0,0.0,0,1,0,6,2,1,8,0,1
7039,0.0,0,0.0,1,0,2,14,5,3,4,0,0
7040,3.0,1575,3.0,1,0,0,3,12,3,12,0,0
7041,0.0,0,0.0,0,0,0,6,12,3,12,0,0
7042,5.0,1675,5.0,0,0,1,1,12,3,12,1,0
7043,4.0,1766,2.0,1,0,1,3,5,3,4,1,0
7044,4.0,237,4.0,0,0,1,1,12,3,8,1,0
7045,0.0,0,0.0,1,0,2,14,12,3,12,0,0
7046,7.0,157,3.5,0,0,0,1,9,3,9,0,1
7047,2.0,1148,2.0,0,0,0,3,5,3,4,0,0
7048,9.0,1233,4.5,1,1,1,7,5,3,4,1,0
7049,0.0,0,0.0,0,0,0,6,5,3,8,0,0
7050,3.0,1152,3.0,1,4,0,3,5,0,4,0,0
7051,4.0,1224,4.0,1,0,1,7,5,1,4,1,0
7052,12.0,1125,3.0,1,0,0,7,10,0,8,0,0
7053,4.0,1483,2.0,1,1,0,3,8,0,7,0,0
7054,2.0,33,2.0,0,0,1,1,10,3,8,1,0
7055,3.0,69,3.0,1,0,1,1,12,2,12,1,0
7056,0.0,0,0.0,0,0,0,6,5,3,8,0,0
7057,5.0,2058,5.0,1,0,1,1,12,1,12,1,0
7058,10.0,155,5.0,0,0,1,7,10,3,8,1,1
7059,8.0,963,8.0,0,2,0,3,5,1,4,0,0
7060,3.0,1440,1.5,0,1,0,6,9,3,8,0,0
7061,0.0,0,0.0,0,0,0,6,9,3,8,0,0
7062,6.0,288,3.0,0,3,1,7,12,3,12,1,0
7063,4.0,1147,4.0,1,0,1,1,12,3,12,1,0
7064,7.0,1247,7.0,1,4,0,7,5,3,4,1,0
7065,4.0,1376,4.0,0,0,1,1,12,3,12,1,0
7066,2.0,5,2.0,0,1,1,1,5,3,4,1,0
7067,1.0,190,1.0,0,0,1,1,2,4,8,1,1
7068,4.0,3,4.0,0,0,1,1,12,3,12,1,0
7069,2.0,197,2.0,0,0,1,1,12,3,12,1,0
7070,3.0,521,3.0,1,4,1,1,12,2,12,1,0
7071,4.0,275,4.0,0,4,1,3,10,3,8,0,0
7072,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7073,5.0,140,5.0,0,2,0,3,5,3,4,0,0
7074,2.0,1163,2.0,0,0,1,1,1,3,8,1,0
7075,2.0,437,2.0,0,0,1,1,5,4,4,1,0
7076,2.0,84,2.0,1,3,1,1,12,0,12,1,0
7077,5.0,459,5.0,0,0,1,3,5,3,4,0,0
7078,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7079,2.0,293,2.0,0,4,1,1,5,3,4,1,0
7080,0.0,0,0.0,1,0,0,6,12,3,12,0,0
7081,3.0,730,3.0,1,1,1,3,5,2,4,0,0
7082,2.0,1534,2.0,1,1,1,1,12,2,12,1,0
7083,4.0,10,2.0,0,0,0,6,7,2,8,0,0
7084,5.0,461,5.0,0,2,1,3,5,3,4,0,0
7085,2.0,762,2.0,1,1,1,1,5,2,4,1,0
7086,0.0,0,0.0,0,0,0,6,9,3,8,0,0
7087,5.0,279,2.5,0,0,1,3,12,3,8,0,0
7088,3.0,291,1.5,0,0,1,3,5,4,4,1,0
7089,14.0,1290,3.5,1,1,1,7,5,1,4,1,0
7090,3.0,135,1.5,0,1,1,3,12,3,12,0,0
7091,2.0,662,1.0,1,0,0,6,12,2,12,0,0
7092,20.0,1494,6.67,0,0,1,7,12,3,12,1,0
7093,16.0,1996,4.0,0,0,1,1,10,3,10,1,0
7094,4.0,1833,4.0,1,0,0,7,12,2,12,0,0
7095,7.0,1058,1.75,1,0,1,1,12,3,12,1,0
7096,3.0,1449,1.5,1,0,1,1,12,2,12,1,0
7097,2.0,465,2.0,0,3,1,1,5,3,4,1,0
7098,8.0,1775,2.67,1,4,1,3,5,2,4,0,0
7099,4.0,887,4.0,1,0,1,3,5,0,4,0,0
7100,3.0,1738,3.0,1,0,1,3,12,2,12,0,1
7101,0.0,0,0.0,0,0,0,6,5,4,4,0,0
7102,6.0,428,2.0,1,1,1,7,5,1,4,0,0
7103,0.0,0,0.0,0,0,0,6,5,4,4,0,0
7104,9.0,78,4.5,0,3,1,1,12,3,12,0,0
7105,10.0,1290,2.0,1,2,0,6,12,0,12,1,0
7106,0.0,0,0.0,0,0,0,6,9,3,8,0,0
7107,2.0,29,2.0,0,0,0,3,5,3,8,0,0
7108,4.0,763,2.0,1,0,0,7,12,3,12,0,0
7109,2.0,463,2.0,0,2,1,1,12,3,12,1,0
7110,2.0,217,2.0,0,0,0,3,5,3,8,0,0
7111,2.0,90,2.0,0,0,1,1,12,3,8,1,0
7112,5.0,167,5.0,0,0,0,3,5,3,4,0,0
7113,3.0,620,1.5,1,0,1,3,12,2,12,1,0
7114,3.0,93,3.0,0,0,1,3,10,3,8,0,0
7115,10.0,144,5.0,0,1,1,7,3,3,8,0,0
7116,0.0,0,0.0,1,3,0,6,3,1,8,0,0
7117,3.0,1375,3.0,1,3,1,7,12,0,12,1,0
7118,2.0,1396,2.0,0,2,1,1,3,4,2,1,0
7119,2.0,247,2.0,0,3,1,1,12,3,8,1,1
7120,0.0,0,0.0,1,1,0,6,5,1,4,0,0
7121,4.0,1063,4.0,1,0,1,1,5,1,4,1,0
7122,1.0,258,1.0,0,0,1,1,2,4,8,0,1
7123,1.0,170,1.0,0,1,0,6,7,3,8,0,0
7124,2.0,219,2.0,0,1,1,1,5,3,4,1,0
7125,3.0,692,3.0,1,4,1,1,12,0,12,1,0
7126,4.0,1647,4.0,1,5,1,3,5,1,4,0,0
7127,8.0,257,4.0,1,0,0,7,5,0,4,1,0
7128,9.0,1115,2.25,1,1,0,7,5,2,4,0,0
7129,3.0,1599,1.5,0,1,0,6,7,3,8,0,0
7130,7.0,1139,2.33,0,0,1,1,2,3,1,1,1
7131,3.0,341,3.0,0,0,1,1,5,3,4,0,0
7132,2.0,1248,1.0,1,1,0,7,5,1,4,0,0
7133,0.0,0,0.0,0,0,0,6,9,4,8,0,0
7134,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7135,0.0,0,0.0,0,0,0,6,5,3,8,0,0
7136,4.0,1115,1.33,1,4,1,1,10,1,10,1,0
7137,0.0,0,0.0,1,1,0,6,5,1,4,0,0
7138,0.0,0,0.0,0,0,0,6,5,4,4,0,0
7139,0.0,0,0.0,0,0,0,6,3,3,2,0,0
7140,4.0,73,4.0,0,0,1,1,12,3,12,0,0
7141,0.0,0,0.0,0,0,0,6,9,3,9,0,1
7142,2.0,1103,2.0,0,1,1,1,12,3,12,0,1
7143,2.0,144,2.0,0,0,0,3,10,3,10,0,0
7144,3.0,36,3.0,0,4,1,3,7,1,8,0,0
7145,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7146,1.0,290,1.0,0,0,1,1,1,3,8,1,0
7147,5.0,168,2.5,0,0,0,7,5,3,4,0,0
7148,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7149,2.0,410,2.0,0,4,1,1,2,3,8,1,1
7150,8.0,735,8.0,1,0,1,3,5,1,4,0,0
7151,0.0,0,0.0,0,0,0,6,3,3,8,0,0
7152,0.0,0,0.0,0,0,0,6,5,3,8,0,0
7153,28.0,340,4.0,0,0,1,7,3,4,2,1,0
7154,3.0,88,1.5,0,0,0,3,12,3,12,0,0
7155,3.0,515,3.0,0,1,1,1,5,3,8,1,0
7156,5.0,1295,5.0,1,0,1,1,5,1,4,1,0
7157,3.0,1795,1.5,0,0,0,6,9,3,9,1,0
7158,0.0,0,0.0,0,0,0,6,5,3,8,0,0
7159,3.0,1190,3.0,1,0,0,3,12,3,12,0,0
7160,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7161,5.0,623,5.0,0,0,1,7,2,3,8,1,1
7162,3.0,62,3.0,0,4,1,3,3,3,8,0,0
7163,3.0,204,3.0,0,0,1,1,9,3,8,0,0
7164,0.0,0,0.0,0,0,0,6,3,3,8,0,0
7165,2.0,111,2.0,1,0,1,1,5,0,4,1,0
7166,4.0,752,4.0,1,0,1,3,5,1,4,0,0
7167,2.0,1441,2.0,1,0,0,1,12,2,12,0,0
7168,0.0,0,0.0,0,0,0,6,5,4,4,0,0
7169,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7170,10.0,932,2.5,1,0,0,3,10,3,8,0,0
7171,2.0,869,1.0,1,0,0,7,12,2,12,0,0
7172,4.0,1529,4.0,1,0,1,3,5,1,4,0,0
7173,0.0,0,0.0,0,0,0,6,12,3,12,0,0
7174,0.0,0,0.0,1,0,2,10,12,0,12,0,0
7175,1.0,1186,1.0,1,4,0,6,12,3,12,1,0
7176,5.0,484,5.0,1,0,1,1,12,3,12,0,0
7177,2.0,837,1.0,1,0,0,3,12,3,12,0,0
7178,3.0,1228,1.5,1,0,0,7,12,3,12,0,0
7179,4.0,228,4.0,0,2,1,3,10,3,8,0,0
7180,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7181,3.0,1314,1.5,0,0,0,3,3,4,2,0,0
7182,4.0,1098,4.0,1,0,1,3,5,1,4,0,0
7183,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7184,5.0,124,2.5,0,4,1,1,10,3,8,1,0
7185,1.0,419,1.0,0,4,1,1,1,3,8,1,0
7186,2.0,861,2.0,1,0,1,1,5,1,4,1,0
7187,1.0,938,1.0,1,1,2,10,5,0,4,0,0
7188,5.0,306,1.25,1,0,0,1,5,3,4,0,0
7189,4.0,699,4.0,1,4,0,3,12,3,12,0,0
7190,4.0,666,2.0,1,1,1,3,12,3,12,0,0
7191,2.0,1107,2.0,0,3,1,1,5,3,4,1,0
7192,5.0,98,2.5,0,0,1,3,7,3,8,0,0
7193,3.0,1839,3.0,1,2,1,3,5,0,4,0,0
7194,0.0,0,0.0,0,0,0,6,3,3,2,0,0
7195,2.0,932,2.0,1,1,1,1,5,0,4,0,0
7196,1.0,86,1.0,0,4,1,1,1,4,8,1,0
7197,3.0,89,1.5,0,0,1,7,5,4,8,1,0
7198,2.0,37,2.0,0,0,1,1,9,4,8,1,0
7199,3.0,1348,3.0,1,0,1,1,5,0,8,1,0
7200,1.0,150,1.0,0,0,0,3,1,3,8,0,0
7201,2.0,712,2.0,0,0,1,1,12,2,12,1,1
7202,2.0,1764,2.0,1,0,1,1,5,0,4,1,0
7203,3.0,287,3.0,0,4,1,3,5,3,4,0,0
7204,5.0,1816,5.0,1,1,1,1,10,3,10,0,0
7205,0.0,0,0.0,0,0,0,6,5,3,8,0,0
7206,5.0,244,5.0,0,3,1,7,12,2,12,1,0
7207,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7208,0.0,0,0.0,1,0,2,10,5,0,4,0,0
7209,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7210,6.0,1403,6.0,0,0,1,1,14,4,14,0,1
7211,1.0,884,1.0,1,0,2,10,5,1,4,1,0
7212,4.0,3,4.0,1,3,1,7,12,2,12,1,0
7213,4.0,60,2.0,0,0,1,1,10,4,10,1,0
7214,0.0,0,0.0,1,0,2,10,5,2,4,0,0
7215,2.0,1599,1.0,1,0,0,3,12,3,12,0,0
7216,2.0,1508,2.0,1,0,1,3,12,3,8,0,0
7217,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7218,2.0,150,2.0,0,2,1,1,12,2,12,0,1
7219,1.0,1162,1.0,1,0,2,14,12,3,12,0,0
7220,4.0,1606,4.0,1,1,1,1,5,1,4,1,0
7221,4.0,30,2.0,0,0,1,3,9,3,9,0,0
7222,0.0,0,0.0,1,0,2,14,5,3,4,0,0
7223,3.0,193,3.0,0,0,1,1,9,4,8,1,0
7224,5.0,497,5.0,0,1,1,3,14,4,14,1,1
7225,3.0,178,1.5,0,0,1,1,12,3,8,1,0
7226,0.0,0,0.0,0,0,0,6,9,3,8,0,0
7227,5.0,1184,5.0,1,0,0,7,12,2,12,0,0
7228,2.0,1265,2.0,1,0,0,3,12,3,12,0,0
7229,4.0,1216,4.0,1,0,1,7,12,2,12,0,0
7230,5.0,253,5.0,1,0,1,1,5,0,4,1,0
7231,0.0,0,0.0,1,0,0,6,9,2,8,0,0
7232,2.0,79,2.0,0,0,0,1,9,3,9,0,0
7233,2.0,338,2.0,0,0,1,1,3,4,2,1,0
7234,1.0,1058,1.0,1,4,2,14,5,2,8,0,0
7235,0.0,0,0.0,1,1,0,6,12,2,12,0,0
7236,3.0,1298,3.0,1,0,1,1,12,2,12,1,0
7237,6.0,1439,6.0,0,0,0,7,12,3,8,0,0
7238,5.0,1062,2.5,1,1,1,1,5,0,4,0,0
7239,0.0,0,0.0,1,0,2,10,12,3,12,0,1
7240,10.0,1324,2.0,1,0,0,1,12,3,12,0,0
7241,1.0,42,1.0,0,1,1,1,1,3,8,1,0
7242,1.0,192,1.0,0,0,0,6,9,3,9,0,0
7243,5.0,1135,2.5,1,1,0,7,5,1,4,0,0
7244,3.0,177,1.5,1,0,1,1,12,3,12,1,0
7245,11.0,1914,3.67,1,0,1,7,12,2,12,1,0
7246,3.0,190,3.0,0,0,0,6,9,3,8,0,0
7247,2.0,126,2.0,0,0,1,1,1,3,8,1,0
7248,3.0,504,3.0,0,0,1,7,1,3,8,0,0
7249,0.0,0,0.0,1,0,0,6,12,2,12,0,0
7250,4.0,816,4.0,1,0,0,7,12,2,12,0,0
7251,1.0,233,1.0,0,0,0,7,1,4,8,0,0
7252,5.0,132,5.0,0,0,1,3,12,3,12,0,0
7253,0.0,0,0.0,1,0,2,10,12,2,12,0,0
7254,2.0,269,2.0,0,2,1,3,12,3,12,0,0
7255,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7256,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7257,3.0,1613,3.0,0,0,1,1,5,4,4,1,0
7258,0.0,0,0.0,0,0,0,6,9,3,8,0,0
7259,4.0,1500,4.0,1,4,1,3,12,0,12,0,0
7260,4.0,188,2.0,0,0,1,3,5,3,4,0,0
7261,6.0,360,6.0,0,4,1,7,12,3,8,0,0
7262,5.0,535,2.5,0,0,1,7,10,4,10,0,1
7263,0.0,0,0.0,1,0,0,6,5,3,8,0,0
7264,0.0,0,0.0,0,0,0,6,9,3,8,0,0
7265,7.0,1424,7.0,1,0,1,1,12,3,12,1,0
7266,0.0,0,0.0,0,0,0,6,9,3,8,0,0
7267,10.0,1360,5.0,1,0,1,1,5,1,4,0,0
7268,5.0,1457,1.67,1,3,1,1,12,1,12,1,0
7269,3.0,144,3.0,0,4,1,3,1,3,8,0,0
7270,2.0,1809,1.0,1,0,0,3,5,3,4,0,0
7271,2.0,70,2.0,0,0,0,3,12,3,12,0,0
7272,2.0,772,1.0,0,0,0,3,12,2,12,0,0
7273,7.0,1762,1.4,1,0,1,1,9,2,9,1,0
7274,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7275,6.0,55,3.0,0,2,1,1,5,3,4,1,0
7276,3.0,641,1.5,0,0,0,3,5,3,4,0,0
7277,0.0,0,0.0,0,0,0,6,9,3,9,0,0
7278,9.0,1187,3.0,0,0,1,1,3,3,2,0,0
7279,3.0,1195,3.0,0,0,0,7,5,3,4,0,0
7280,3.0,195,1.5,0,0,1,7,5,3,4,1,0
7281,1.0,237,1.0,0,3,1,1,2,3,8,0,1
7282,6.0,211,6.0,0,1,1,1,5,3,4,0,0
7283,0.0,0,0.0,0,0,0,6,5,3,4,0,0
7284,4.0,104,2.0,0,2,0,7,5,3,4,1,0
7285,2.0,28,2.0,1,0,0,3,3,1,2,0,0
7286,2.0,23,2.0,0,0,0,3,1,3,8,0,0
7287,3.0,173,1.5,0,0,0,3,12,3,12,0,0
7288,0.0,0,0.0,1,0,0,6,12,2,12,0,0
7289,2.0,1153,2.0,1,2,1,1,12,0,12,0,0
7290,2.0,207,2.0,0,3,1,1,5,4,8,1,1
7291,4.0,53,2.0,1,2,1,1,12,3,12,0,0
7292,8.0,698,2.0,0,0,1,1,5,3,4,1,0
7293,6.0,170,3.0,0,2,1,7,13,3,13,1,0
7294,1.0,24,1.0,0,0,1,1,1,3,8,1,0
7295,2.0,1293,2.0,0,3,1,1,1,3,8,0,0
7296,2.0,227,2.0,0,3,1,1,12,3,12,0,0
7297,4.0,1256,4.0,1,0,1,1,12,2,12,1,0
7298,7.0,564,7.0,1,0,1,7,12,3,8,1,1
7299,0.0,0,0.0,0,0,0,6,9,3,8,0,0
7300,4.0,1106,1.33,0,0,1,1,9,3,8,1,0
7301,7.0,423,7.0,0,0,1,1,12,2,12,1,0
7302,3.0,926,2.0,0,0,2,3,2,2,8,0,1
7303,5.0,431,1.25,0,0,0,3,5,4,8,0,0
7304,10.0,947,5.0,0,0,0,6,12,3,8,0,0
7305,2.0,413,2.0,0,3,1,1,12,3,12,1,0
7306,0.0,0,0.0,1,0,2,3,12,0,12,0,1
7307,3.0,381,3.0,1,4,1,3,12,3,12,0,0
7308,4.0,281,2.0,0,4,1,3,5,3,4,0,0
7309,3.0,39,3.0,0,0,1,1,1,3,8,0,0
7310,2.0,858,2.0,0,0,0,3,12,3,8,0,1
7311,2.0,423,2.0,0,0,1,1,5,3,4,1,0
7312,0.0,0,0.0,0,0,0,6,2,3,1,0,1
7313,4.0,35,4.0,0,3,1,3,5,3,4,0,0
7314,5.0,209,5.0,1,0,0,1,12,0,12,0,0
7315,4.0,89,2.0,0,4,1,3,2,2,1,0,1
7316,3.0,1141,3.0,1,0,1,3,5,0,4,0,0
7317,6.0,277,2.0,0,0,1,1,10,4,10,1,0
7318,2.0,16,2.0,0,0,1,1,12,3,12,1,1
7319,0.0,0,0.0,0,0,0,6,3,3,2,0,0
7320,9.0,945,3.0,1,0,1,7,12,2,12,1,0
